Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1571,Rocco Reitz,de GER,MF,RB Leipzig,de Bundesliga,24.0,2002,1,1,82,0.9,1,0,1,1,0,0,0,0,1.10,,,,,,,,,,,,,,,,,,,,,,,,,1571,de GER,MF,de Bundesliga,24-108,2002,0.9,1,2,1,50.0,2.20,1.10,0.50,1.00,0,0,1963,de GER,MF,de Bundesliga,24-108,2002,1,82,82,30.4,0.9,1,82,0,0,,0,3.00,3,0,+3,+3.29,+1.86,1571,de GER,MF,de Bundesliga,24-108,2002,0.9,0,0,0,1,2,0,1,0,0,0
1572,Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,26.0,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1572,de GER,MF,de Bundesliga,26-087,2000,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,0,0,1964,de GER,MF,de Bundesliga,26-087,2000,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,0,12,-12,-4.00,,1572,de GER,MF,de Bundesliga,26-087,2000,3.0,0,0,0,4,3,1,0,4,3,0
1573,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,31.0,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,82,es ESP,GK,es La Liga,31-174,1995,5,5,450,5.0,9,1.80,28,19,67.9,1,1,3,1,20.0,1,1,0,0,1573,es ESP,GK,es La Liga,31-174,1995,5.0,0,0,0,,0.00,0.00,,,0,0,1965,es ESP,GK,es La Liga,31-174,1995,5,450,90,83.3,5.0,5,90,5,0,,1,0.80,3,9,-6,-1.20,-2.20,1573,es ESP,GK,es La Liga,31-174,1995,5.0,0,0,0,0,0,0,0,0,0,0
1574,Daniel Requena,es ESP,FW,Levante,es La Liga,22.0,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1574,es ESP,FW,es La Liga,22-214,2004,1.1,0,1,0,0.0,0.95,0.00,0.00,,0,0,1968,es ESP,FW,es La Liga,22-214,2004,2,95,48,21.1,1.1,1,90,1,1,5,2,0.50,2,4,-2,-1.89,-1.89,1574,es ESP,FW,es La Liga,22-214,2004,1.1,0,0,0,5,2,0,0,0,3,0
1575,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21.0,2005,3,3,250,2.8,0,0,0,0,0,0,0,0,0.00,83,fr FRA,GK,fr Ligue 1,21-187,2005,3,3,250,2.8,4,1.44,13,9,69.2,0,1,2,0,0.0,0,0,0,0,1575,fr FRA,GK,fr Ligue 1,21-187,2005,2.8,0,0,0,,0.00,0.00,,,0,0,1969,fr FRA,GK,fr Ligue 1,21-187,2005,3,250,83,69.4,2.8,3,83,2,0,,0,0.33,2,4,-2,-0.72,+0.10,1575,fr FRA,GK,fr Ligue 1,21-187,2005,2.8,0,0,0,0,1,0,0,0,0,0
1576,Roy Revivo,il ISR,DF,Elche,es La Liga,23.0,2003,2,1,100,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1576,il ISR,DF,es La Liga,23-115,2003,1.1,0,1,0,0.0,0.90,0.00,0.00,,0,0,1970,il ISR,DF,es La Liga,23-115,2003,2,100,50,22.2,1.1,1,90,1,1,10,0,0.50,1,2,-1,-0.90,+0.64,1576,il ISR,DF,es La Liga,23-115,2003,1.1,0,0,0,0,2,0,2,2,2,0
1577,Oriol Rey,es ESP,MF,Levante,es La Liga,28.0,1998,5,4,390,4.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1577,es ESP,MF,es La Liga,28-201,1998,4.3,0,1,0,0.0,0.23,0.00,0.00,,0,0,1971,es ESP,MF,es La Liga,28-201,1998,5,390,78,86.7,4.3,4,90,3,1,31,0,1.00,7,6,+1,+0.23,+4.73,1577,es ESP,MF,es La Liga,28-201,1998,4.3,0,0,0,6,1,0,2,3,3,0
1578,Gio Reyna,us USA,MF,Strasbourg,fr Ligue 1,23.0,2002,4,3,239,2.7,1,0,1,1,0,0,0,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,1578,us USA,MF,fr Ligue 1,23-305,2002,2.7,1,6,3,50.0,2.26,1.13,0.17,0.33,0,0,1972,us USA,MF,fr Ligue 1,23-305,2002,4,239,60,66.4,2.7,3,72,0,1,22,0,1.75,5,5,0,0.00,-0.74,1578,us USA,MF,fr Ligue 1,23-305,2002,2.7,0,0,0,2,4,0,1,1,2,0
1579,Bryan Reynolds,us USA,DF,Rennes,fr Ligue 1,25.0,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1579,us USA,DF,fr Ligue 1,25-078,2001,0.3,0,0,0,,0.00,0.00,,,0,0,1973,us USA,DF,fr Ligue 1,25-078,2001,2,26,13,7.2,0.3,0,,0,2,13,2,2.00,0,0,0,0.00,-0.81,1579,us USA,DF,fr Ligue 1,25-078,2001,0.3,0,0,0,1,0,0,1,0,1,0
1580,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,23.0,2003,1,1,71,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1580,ma MAR,DF,eng Premier League,23-089,2003,0.8,0,0,0,,0.00,0.00,,,0,0,1974,ma MAR,DF,eng Premier League,23-089,2003,1,71,71,19.7,0.8,1,71,0,0,,0,0.00,0,2,-2,-2.54,-1.60,1580,ma MAR,DF,eng Premier League,23-089,2003,0.8,0,0,0,2,0,0,0,1,1,0
1581,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,27.0,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1581,br BRA,DF,fr Ligue 1,27-036,1999,4.0,0,0,0,,0.00,0.00,,,0,0,1975,br BRA,DF,fr Ligue 1,27-036,1999,4,360,90,100.0,4.0,4,90,4,0,,0,2.50,7,2,+5,+1.25,,1581,br BRA,DF,fr Ligue 1,27-036,1999,4.0,0,0,0,3,5,0,0,3,4,0
1582,Rodrigo Ribeiro,pt POR,FW,Augsburg,de Bundesliga,21.0,2005,3,0,33,0.4,1,0,1,1,0,0,0,0,2.73,,,,,,,,,,,,,,,,,,,,,,,,,1582,pt POR,FW,de Bundesliga,21-139,2005,0.4,1,2,1,50.0,5.45,2.73,0.50,1.00,0,0,1976,pt POR,FW,de Bundesliga,21-139,2005,3,33,11,12.2,0.4,0,,0,3,11,0,2.33,2,1,+1,+2.73,+0.83,1582,pt POR,FW,de Bundesliga,21-139,2005,0.4,0,0,0,1,0,0,0,0,0,0
1583,Samuele Ricci,it ITA,MF,Como,it Serie A,25.0,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1583,it ITA,MF,it Serie A,25-024,2001,0.1,0,1,1,100.0,8.18,8.18,0.00,0.00,0,0,1978,it ITA,MF,it Serie A,25-024,2001,1,11,11,4.1,0.1,0,,0,1,11,1,3.00,0,0,0,0.00,-1.39,1583,it ITA,MF,it Serie A,25-024,2001,0.1,0,0,0,0,0,0,0,0,1,0
1584,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,27.0,1999,4,4,321,3.6,0,2,2,0,0,0,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1584,eng ENG,MF,eng Premier League,27-243,1999,3.6,0,3,0,0.0,0.84,0.00,0.00,,0,0,1980,eng ENG,MF,eng Premier League,27-243,1999,4,321,80,89.2,3.6,4,80,1,0,,0,3.00,7,1,+6,+1.68,-0.63,1584,eng ENG,MF,eng Premier League,27-243,1999,3.6,0,0,0,3,0,1,12,3,2,0
1585,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,26.0,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1585,us USA,DF,eng Premier League,26-170,2000,4.0,0,2,2,100.0,0.50,0.50,0.00,0.00,0,0,1981,us USA,DF,eng Premier League,26-170,2000,4,360,90,100.0,4.0,4,90,4,0,,0,0.75,6,11,-5,-1.25,,1585,us USA,DF,eng Premier League,26-170,2000,4.0,1,0,0,2,0,0,1,7,5,0
1586,Amir Richardson,ma MAR,MF,Le Havre,fr Ligue 1,24.0,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1586,ma MAR,MF,fr Ligue 1,24-233,2002,4.0,0,7,3,42.9,1.75,0.75,0.00,0.00,0,0,1982,ma MAR,MF,fr Ligue 1,24-233,2002,4,360,90,100.0,4.0,4,90,4,0,,0,0.50,2,4,-2,-0.50,,1586,ma MAR,MF,fr Ligue 1,24-233,2002,4.0,1,0,0,7,6,1,2,5,6,0
1587,Richarlison,br BRA,FW,Tottenham,eng Premier League,29.0,1997,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1587,br BRA,FW,eng Premier League,29-127,1997,0.7,0,0,0,,0.00,0.00,,,0,0,1983,br BRA,FW,eng Premier League,29-127,1997,1,67,67,18.6,0.7,1,67,0,0,,0,0.00,0,3,-3,-4.03,-3.42,1587,br BRA,FW,eng Premier League,29-127,1997,0.7,0,0,0,2,1,0,0,0,0,0
1588,Diego Rico,es ESP,DF,Osasuna,es La Liga,33.0,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1588,es ESP,DF,es La Liga,33-203,1993,0.5,0,0,0,,0.00,0.00,,,0,0,1984,es ESP,DF,es La Liga,33-203,1993,1,45,45,10.0,0.5,1,45,0,0,,4,0.00,0,2,-2,-4.00,-3.78,1588,es ESP,DF,es La Liga,33-203,1993,0.5,0,0,0,0,3,0,0,0,0,0
1589,Clemens Riedel,de GER,DF,Espanyol,es La Liga,23.0,2003,4,3,250,2.8,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1589,de GER,DF,es La Liga,23-057,2003,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,0,0,1985,de GER,DF,es La Liga,23-057,2003,4,250,63,55.6,2.8,3,82,2,1,5,1,1.75,7,1,+6,+2.16,+3.51,1589,de GER,DF,es La Liga,23-057,2003,2.8,2,0,0,9,0,0,1,2,3,0
1590,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,24.0,2002,3,3,262,2.9,1,2,3,1,0,0,1,0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,1590,ch SUI,MF,de Bundesliga,24-210,2002,2.9,1,5,4,80.0,1.72,1.37,0.20,0.25,0,0,1986,ch SUI,MF,de Bundesliga,24-210,2002,3,262,87,97.0,2.9,3,87,2,0,,0,2.33,8,3,+5,+1.72,-9.53,1590,ch SUI,MF,de Bundesliga,24-210,2002,2.9,1,0,0,3,5,0,4,5,7,0
1591,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,19.0,2007,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1591,eng ENG,MF,eng Premier League,19-088,2007,0.2,0,0,0,,0.00,0.00,,,0,0,1987,eng ENG,MF,eng Premier League,19-088,2007,2,19,10,5.3,0.2,0,,0,2,10,2,1.50,0,1,-1,-4.74,-4.47,1591,eng ENG,MF,eng Premier League,19-088,2007,0.2,0,0,0,0,0,0,0,0,0,0
1592,Hugo Rincón,es ESP,DF,Athletic Club,es La Liga,23.0,2003,2,1,107,1.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1592,es ESP,DF,es La Liga,23-230,2003,1.2,0,0,0,,0.00,0.00,,,0,0,1988,es ESP,DF,es La Liga,23-230,2003,2,107,54,23.8,1.2,1,90,1,1,17,3,0.00,0,2,-2,-1.68,-2.47,1592,es ESP,DF,es La Liga,23-230,2003,1.2,0,0,0,1,4,0,2,1,0,0
1593,Luis Rioja,es ESP,DF,Valencia,es La Liga,32.0,1993,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1593,es ESP,DF,es La Liga,32-333,1993,1.1,0,2,0,0.0,1.89,0.00,0.00,,0,0,1989,es ESP,DF,es La Liga,32-333,1993,2,95,48,21.1,1.1,1,59,0,1,36,0,0.00,1,4,-3,-2.84,-1.32,1593,es ESP,DF,es La Liga,32-333,1993,1.1,0,0,0,0,1,1,7,0,0,0
1594,Renaud Ripart,fr FRA,FW,Troyes,fr Ligue 1,33.0,1993,4,3,250,2.8,1,0,1,0,1,1,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1594,fr FRA,FW,fr Ligue 1,33-184,1993,2.8,1,8,3,37.5,2.88,1.08,0.13,0.33,1,1,1990,fr FRA,FW,fr Ligue 1,33-184,1993,4,250,63,69.4,2.8,3,80,0,1,11,0,1.00,3,5,-2,-0.72,+1.73,1594,fr FRA,FW,fr Ligue 1,33-184,1993,2.8,0,0,0,2,7,0,2,1,3,0
1595,Rodrigo Riquelme,es ESP,MF,Real Betis,es La Liga,26.0,2000,4,3,210,2.3,2,0,2,2,0,0,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,1595,es ESP,MF,es La Liga,26-165,2000,2.3,2,4,3,75.0,1.71,1.29,0.50,0.67,0,0,1991,es ESP,MF,es La Liga,26-165,2000,4,210,53,58.3,2.3,3,65,0,1,14,0,2.25,4,3,+1,+0.43,+1.03,1595,es ESP,MF,es La Liga,26-165,2000,2.3,0,0,0,2,6,0,9,5,1,0
1596,Alberto Risco,es ESP,MF,Getafe,es La Liga,21.0,2005,3,0,52,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1596,es ESP,MF,es La Liga,21-015,2005,0.6,0,1,0,0.0,1.73,0.00,0.00,,0,0,1992,es ESP,MF,es La Liga,21-015,2005,3,52,17,11.6,0.6,0,,0,3,17,0,1.00,0,3,-3,-5.19,-5.19,1596,es ESP,MF,es La Liga,21-015,2005,0.6,0,0,0,1,1,0,1,0,1,0
1597,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21.0,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,84,fr FRA,GK,fr Ligue 1,21-286,2004,4,4,360,4.0,7,1.75,19,12,63.2,1,1,2,0,0.0,1,1,0,0,1597,fr FRA,GK,fr Ligue 1,21-286,2004,4.0,0,0,0,,0.00,0.00,,,0,0,1993,fr FRA,GK,fr Ligue 1,21-286,2004,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,8,7,+1,+0.25,,1597,fr FRA,GK,fr Ligue 1,21-286,2004,4.0,0,0,0,0,1,0,0,0,0,0
1598,Andy Robertson,sct SCO,DF,Tottenham,eng Premier League,32.0,1994,4,3,277,3.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1598,sct SCO,DF,eng Premier League,32-187,1994,3.1,0,2,1,50.0,0.65,0.32,0.00,0.00,0,0,1995,sct SCO,DF,eng Premier League,32-187,1994,4,277,69,76.9,3.1,3,82,2,1,30,0,0.50,0,4,-4,-1.30,-0.22,1598,sct SCO,DF,eng Premier League,32-187,1994,3.1,0,0,0,0,2,1,17,3,2,0
1599,Milan Robin,fr FRA,MF,Le Mans,fr Ligue 1,26.0,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1599,fr FRA,MF,fr Ligue 1,26-294,1999,0.1,0,0,0,,0.00,0.00,,,0,0,1996,fr FRA,MF,fr Ligue 1,26-294,1999,1,10,10,2.8,0.1,0,,0,1,10,1,0.00,0,1,-1,-9.00,-9.00,1599,fr FRA,MF,fr Ligue 1,26-294,1999,0.1,0,0,0,0,0,0,0,0,0,0
1600,Antonee Robinson,us USA,DF,Fulham,eng Premier League,29.0,1997,4,4,339,3.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1600,us USA,DF,eng Premier League,29-037,1997,3.8,0,4,0,0.0,1.06,0.00,0.00,,0,0,1997,us USA,DF,eng Premier League,29-037,1997,4,339,85,94.2,3.8,4,85,2,0,,0,0.25,4,7,-3,-0.80,-0.80,1600,us USA,DF,eng Premier League,29-037,1997,3.8,0,0,0,3,2,0,15,2,8,0
1601,Jay Robinson,eng ENG,MF,Monza,it Serie A,19.0,2007,3,2,151,1.7,1,0,1,1,0,0,0,0,0.60,,,,,,,,,,,,,,,,,,,,,,,,,1601,eng ENG,MF,it Serie A,19-183,2007,1.7,1,4,3,75.0,2.38,1.79,0.25,0.33,0,0,1998,eng ENG,MF,it Serie A,19-183,2007,3,151,50,41.9,1.7,2,72,0,1,8,1,0.33,2,4,-2,-1.19,+0.10,1601,eng ENG,MF,it Serie A,19-183,2007,1.7,0,0,0,1,9,0,6,0,1,0
1602,Marc Roca,es ESP,MF,Real Betis,es La Liga,29.0,1996,3,3,246,2.7,0,1,1,0,0,0,1,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,1602,es ESP,MF,es La Liga,29-292,1996,2.7,0,3,0,0.0,1.10,0.00,0.00,,0,0,1999,es ESP,MF,es La Liga,29-292,1996,3,246,82,68.3,2.7,3,82,2,0,,1,2.00,4,3,+1,+0.37,+1.16,1602,es ESP,MF,es La Liga,29-292,1996,2.7,1,0,0,4,5,0,0,3,4,0
1603,Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,28.0,1997,2,2,123,1.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1603,wls WAL,DF,eng Premier League,28-327,1997,1.4,0,1,0,0.0,0.73,0.00,0.00,,0,0,2000,wls WAL,DF,eng Premier League,28-327,1997,2,123,62,45.6,1.4,2,62,1,0,,0,2.00,1,0,+1,+0.73,+0.73,1603,wls WAL,DF,eng Premier League,28-327,1997,1.4,0,0,0,3,2,0,1,2,0,0
1604,Rodri,es ESP,MF,Barcelona,es La Liga,30.0,1996,4,2,206,2.3,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1604,es ESP,MF,es La Liga,30-084,1996,2.3,0,1,0,0.0,0.44,0.00,0.00,,0,0,2001,es ESP,MF,es La Liga,30-084,1996,4,206,52,45.8,2.3,2,76,1,2,28,0,3.00,10,2,+8,+3.50,+0.18,1604,es ESP,MF,es La Liga,30-084,1996,2.3,1,0,0,1,2,0,1,3,3,0
1605,Álvaro Rodríguez,uy URU,FW,Bournemouth,eng Premier League,22.0,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1605,uy URU,FW,eng Premier League,22-062,2004,0.1,0,0,0,,0.00,0.00,,,0,0,2003,uy URU,FW,eng Premier League,22-062,2004,2,11,6,3.1,0.1,0,,0,2,6,1,1.00,0,1,-1,-8.18,-8.18,1605,uy URU,FW,eng Premier League,22-062,2004,0.1,0,0,0,1,1,0,0,0,0,0
1606,Guido Rodríguez,ar ARG,MF,Valencia,es La Liga,32.0,1994,2,2,177,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1606,ar ARG,MF,es La Liga,32-155,1994,2.0,0,1,1,100.0,0.51,0.51,0.00,0.00,0,0,2004,ar ARG,MF,es La Liga,32-155,1994,2,177,89,39.3,2.0,2,89,1,0,,0,0.50,0,1,-1,-0.51,+2.13,1606,ar ARG,MF,es La Liga,32-155,1994,2.0,0,0,0,4,4,0,0,5,3,0
1607,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,23.0,2003,4,3,232,2.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1607,es ESP,DF,es La Liga,23-079,2003,2.6,0,1,1,100.0,0.39,0.39,0.00,0.00,0,0,2005,es ESP,DF,es La Liga,23-079,2003,4,232,58,43.0,2.6,3,75,2,1,7,2,0.50,1,4,-3,-1.16,-1.16,1607,es ESP,DF,es La Liga,23-079,2003,2.6,0,0,0,1,1,0,0,3,1,0
1608,Jesus Rodríguez,es ESP,MF,Como,it Serie A,20.0,2005,1,1,70,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1608,es ESP,MF,it Serie A,20-297,2005,0.8,0,2,0,0.0,2.57,0.00,0.00,,0,0,2006,es ESP,MF,it Serie A,20-297,2005,1,70,70,25.9,0.8,1,70,0,0,,2,1.00,1,1,0,0.00,-1.80,1608,es ESP,MF,it Serie A,20-297,2005,0.8,0,0,0,1,0,0,2,0,0,0
1609,Juan Rodríguez,uy URU,DF,Cagliari,it Serie A,21.0,2005,4,4,335,3.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1609,uy URU,DF,it Serie A,21-107,2005,3.7,0,1,0,0.0,0.27,0.00,0.00,,0,0,2007,uy URU,DF,it Serie A,21-107,2005,4,335,84,93.1,3.7,4,84,3,0,,0,2.25,4,2,+2,+0.54,+0.54,1609,uy URU,DF,it Serie A,21-107,2005,3.7,0,0,0,2,1,0,0,8,4,0
1610,Miguel Rodríguez,es ESP,MF,Alavés,es La Liga,23.0,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1610,es ESP,MF,es La Liga,23-138,2003,0.1,0,0,0,,0.00,0.00,,,0,0,2008,es ESP,MF,es La Liga,23-138,2003,2,7,4,1.6,0.1,0,,0,2,4,3,1.50,1,0,+1,+12.86,+11.84,1610,es ESP,MF,es La Liga,23-138,2003,0.1,0,0,0,0,0,0,0,0,0,0
1611,Mikel Rodriguez,es ESP,MF,Alavés,es La Liga,24.0,2002,3,2,148,1.6,1,0,1,1,0,0,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,1611,es ESP,MF,es La Liga,24-164,2002,1.6,1,2,1,50.0,1.22,0.61,0.50,1.00,0,0,2009,es ESP,MF,es La Liga,24-164,2002,3,148,49,32.9,1.6,2,57,0,1,34,0,2.33,4,1,+3,+1.82,+0.93,1611,es ESP,MF,es La Liga,24-164,2002,1.6,0,0,0,1,5,1,3,2,4,0
1612,Rafa Rodríguez,es ESP,MF,Málaga,es La Liga,23.0,2003,3,1,87,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1612,es ESP,MF,es La Liga,23-066,2003,1.0,0,6,0,0.0,6.21,0.00,0.00,,0,0,2010,es ESP,MF,es La Liga,23-066,2003,3,87,29,19.3,1.0,1,45,0,2,21,2,0.33,0,5,-5,-5.17,-4.92,1612,es ESP,MF,es La Liga,23-066,2003,1.0,0,0,0,2,3,0,0,0,1,0
1613,Riki Rodríguez,es ESP,MF,Dep. A Coruña,es La Liga,28.0,1997,2,2,116,1.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1613,es ESP,MF,es La Liga,28-354,1997,1.3,0,0,0,,0.00,0.00,,,0,0,2011,es ESP,MF,es La Liga,28-354,1997,2,116,58,25.8,1.3,2,58,0,0,,3,3.00,4,2,+2,+1.55,+1.28,1613,es ESP,MF,es La Liga,28-354,1997,1.3,0,0,0,2,1,0,1,1,0,0
1614,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,23.0,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,85,nl NED,GK,eng Premier League,23-240,2003,4,4,360,4.0,5,1.25,10,5,50.0,1,1,2,1,25.0,1,1,0,0,1614,nl NED,GK,eng Premier League,23-240,2003,4.0,0,0,0,,0.00,0.00,,,0,0,2012,nl NED,GK,eng Premier League,23-240,2003,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,3,5,-2,-0.50,,1614,nl NED,GK,eng Premier League,23-240,2003,4.0,0,0,0,0,2,0,0,0,0,0
1615,Morgan Rogers,eng ENG,MF,Chelsea,eng Premier League,24.0,2002,4,4,347,3.9,3,1,4,3,0,0,1,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,1615,eng ENG,MF,eng Premier League,24-050,2002,3.9,3,11,4,36.4,2.85,1.04,0.27,0.75,0,0,2013,eng ENG,MF,eng Premier League,24-050,2002,4,347,87,96.4,3.9,4,87,2,0,,0,1.75,10,9,+1,+0.26,+0.26,1615,eng ENG,MF,eng Premier League,24-050,2002,3.9,1,0,0,5,6,0,3,0,2,0
1616,Merlin Röhl,de GER,DF,Everton,eng Premier League,24.0,2002,3,3,249,2.8,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1616,de GER,DF,eng Premier League,24-071,2002,2.8,0,0,0,,0.00,0.00,,,0,0,2014,de GER,DF,eng Premier League,24-071,2002,3,249,83,69.2,2.8,3,83,1,0,,0,1.67,2,2,0,0.00,-1.62,1616,de GER,DF,eng Premier League,24-071,2002,2.8,1,0,0,3,4,0,7,1,4,0
1617,Maximilian Rohr,de GER,DF,Elversberg,de Bundesliga,31.0,1995,3,3,261,2.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1617,de GER,DF,de Bundesliga,31-079,1995,2.9,0,1,0,0.0,0.34,0.00,0.00,,0,0,2015,de GER,DF,de Bundesliga,31-079,1995,3,261,87,96.7,2.9,3,87,2,0,,0,2.00,8,6,+2,+0.69,+10.69,1617,de GER,DF,de Bundesliga,31-079,1995,2.9,1,0,0,3,3,0,0,5,1,0
1618,Leo Román,es ESP,GK,Dep. A Coruña,es La Liga,26.0,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,86,es ESP,GK,es La Liga,26-070,2000,5,5,450,5.0,6,1.20,22,16,72.7,2,3,0,0,0.0,1,1,0,0,1618,es ESP,GK,es La Liga,26-070,2000,5.0,0,0,0,,0.00,0.00,,,0,0,2017,es ESP,GK,es La Liga,26-070,2000,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,9,6,+3,+0.60,,1618,es ESP,GK,es La Liga,26-070,2000,5.0,0,0,0,0,0,0,0,0,0,0
